Country,Job Title,Category,Salary,Currency,Exchange Rate,Salary(USD),SalaryRounded(USD)
France,Claim Advocacy Professional,Insurance,49400,EUR,0.93,53021.34,53021
France,Claims Manager,Insurance,65900,EUR,0.93,70730.89,70731
France,Claims Resolution Specialist,Insurance,51500,EUR,0.93,55275.28,55275
France,Claims Supervisor,Insurance,47200,EUR,0.93,50660.06,50660
France,Compliance Examiner,Insurance,49400,EUR,0.93,53021.34,53021
France,Consultant,Insurance,49100,EUR,0.93,52699.35,52699
France,Eligibility Interviewer,Insurance,51800,EUR,0.93,55597.27,55597
France,Eligibility Specialist,Insurance,46700,EUR,0.93,50123.41,50123
France,Insurance Account Manager,Insurance,58700,EUR,0.93,63003.09,63003
France,Insurance Accounts Executive,Insurance,55600,EUR,0.93,59675.84,59676
France,Insurance Manager,Insurance,81400,EUR,0.93,87367.14,87367
France,Insurance Operations Manager,Insurance,80400,EUR,0.93,86293.84,86294
France,Insurance Program Manager,Insurance,64200,EUR,0.93,68906.27,68906
France,Insurance Project Manager,Insurance,63800,EUR,0.93,68476.95,68477
France,Insurance Sales Director,Insurance,80500,EUR,0.93,86401.17,86401
France,Insurance Sales Manager,Insurance,63900,EUR,0.93,68584.28,68584
France,Insurance Team Leader,Insurance,47400,EUR,0.93,50874.73,50875
France,Loss Prevention Investigator,Insurance,49300,EUR,0.93,52914.01,52914
France,Loss Prevention Manager,Insurance,65800,EUR,0.93,70623.56,70624
France,Loss Prevention Specialist,Insurance,51800,EUR,0.93,55597.27,55597
France,Medical Auditor,Insurance,47200,EUR,0.93,50660.06,50660
France,Policy Change Director,Insurance,78200,EUR,0.93,83932.56,83933
France,Policy Change Supervisor,Insurance,50600,EUR,0.93,54309.31,54309
France,Risk Analyst,Insurance,54100,EUR,0.93,58065.88,58066
France,Risk Management Director,Insurance,94800,EUR,0.93,101749.45,101749
France,Risk Management Supervisor,Insurance,60500,EUR,0.93,64935.04,64935
France,Risk Manager,Insurance,95300,EUR,0.93,102286.1,102286
France,Risk Modeling Manager,Insurance,92100,EUR,0.93,98851.52,98852
France,Training Manager,Insurance,51500,EUR,0.93,55275.28,55275
France,Accreditation Manager,Law Enforcement / Security / Fire,54500,EUR,0.93,58495.2,58495
France,Criminal Investigator,Law Enforcement / Security / Fire,57100,EUR,0.93,61285.8,61286
France,Fire Chief,Law Enforcement / Security / Fire,51300,EUR,0.93,55060.62,55061
France,Fire Investigator,Law Enforcement / Security / Fire,51300,EUR,0.93,55060.62,55061
France,Fraud and Forensic Specialist,Law Enforcement / Security / Fire,52800,EUR,0.93,56670.58,56671
France,Fraud Examiner,Law Enforcement / Security / Fire,53800,EUR,0.93,57743.89,57744
France,Grants Specialist,Law Enforcement / Security / Fire,63800,EUR,0.93,68476.95,68477
France,Intelligence Research Specialist,Law Enforcement / Security / Fire,71400,EUR,0.93,76634.08,76634
France,Investigator,Law Enforcement / Security / Fire,49300,EUR,0.93,52914.01,52914
France,Police Captain,Law Enforcement / Security / Fire,62500,EUR,0.93,67081.65,67082
France,Private Detective / Investigator,Law Enforcement / Security / Fire,51900,EUR,0.93,55704.6,55705
France,Security Adviser,Law Enforcement / Security / Fire,48000,EUR,0.93,51518.71,51519
France,Security Management Specialist,Law Enforcement / Security / Fire,72000,EUR,0.93,77278.06,77278
France,Security Manager,Law Enforcement / Security / Fire,71400,EUR,0.93,76634.08,76634
France,Administrative Law Judge,Legal,123800,EUR,0.93,132875.34,132875
France,Arbitrator,Legal,57200,EUR,0.93,61393.13,61393
France,Associate Attorney,Legal,61400,EUR,0.93,65901.02,65901
France,Attorney,Legal,94500,EUR,0.93,101427.46,101427
France,Candidate Attorney,Legal,54100,EUR,0.93,58065.88,58066
France,Contracts Manager,Legal,51900,EUR,0.93,55704.6,55705
France,Corporate Counsel,Legal,68800,EUR,0.93,73843.48,73843
France,Counsel,Legal,66200,EUR,0.93,71052.89,71053
France,Crown Prosecution Service Lawyer,Legal,130400,EUR,0.93,139959.16,139959
France,General Counsel,Legal,123000,EUR,0.93,132016.69,132017
France,Immigration Executive,Legal,66700,EUR,0.93,71589.54,71590
France,In House Counsel,Legal,70700,EUR,0.93,75882.77,75883
France,Intellectual Property Specialist,Legal,48500,EUR,0.93,52055.36,52055
France,Judge Advocate,Legal,97600,EUR,0.93,104754.71,104755
France,Lawyer,Legal,92300,EUR,0.93,99066.18,99066
France,Legal Advisor,Legal,54200,EUR,0.93,58173.21,58173
France,Legal Consultant,Legal,59200,EUR,0.93,63539.74,63540
France,Legal Consultant,Legal,59700,EUR,0.93,64076.39,64076
France,Legal Counsel,Legal,67900,EUR,0.93,72877.51,72878
France,Legal Executive,Legal,87300,EUR,0.93,93699.65,93700
France,Legal Services Director,Legal,105200,EUR,0.93,112911.84,112912
France,Legal Services Manager,Legal,107300,EUR,0.93,115165.78,115166
France,Litigation Attorney,Legal,114300,EUR,0.93,122678.93,122679
France,Litigation Paralegal,Legal,56900,EUR,0.93,61071.14,61071
France,Magistrate Judge,Legal,151800,EUR,0.93,162927.92,162928
France,Patent Attorney,Legal,73300,EUR,0.93,78673.36,78673
France,Staff Attorney,Legal,76900,EUR,0.93,82537.27,82537
France,Affiliate Manager,Marketing,51800,EUR,0.93,55597.27,55597
France,Assistant Brand Manager,Marketing,53500,EUR,0.93,57421.89,57422
France,Assistant Product Manager,Marketing,61600,EUR,0.93,66115.68,66116
France,Associate Marketing Manager,Marketing,65200,EUR,0.93,69979.58,69980
France,Associate Product Manager,Marketing,61800,EUR,0.93,66330.34,66330
France,Brand Ambassador,Marketing,71200,EUR,0.93,76419.42,76419
France,Brand Director,Marketing,84300,EUR,0.93,90479.73,90480
France,Brand Executive,Marketing,81600,EUR,0.93,87581.81,87582
France,Brand Manager,Marketing,78200,EUR,0.93,83932.56,83933
France,Business Channel Manager,Marketing,55600,EUR,0.93,59675.84,59676
France,Business Intelligence Team Leader,Marketing,54700,EUR,0.93,58709.86,58710
France,Campaign Specialist,Marketing,49400,EUR,0.93,53021.34,53021
France,Chief Marketing Officer,Marketing,86400,EUR,0.93,92733.68,92734
France,Chief Product Officer,Marketing,78400,EUR,0.93,84147.23,84147
France,Content Marketing Strategist,Marketing,49200,EUR,0.93,52806.68,52807
France,Creative Marketing Lead,Marketing,52000,EUR,0.93,55811.94,55812
France,Digital Marketer,Marketing,48600,EUR,0.93,52162.69,52163
France,Digital Marketing Manager,Marketing,63900,EUR,0.93,68584.28,68584
France,Digital Marketing Strategist,Marketing,63200,EUR,0.93,67832.97,67833
France,Digital Media Specialist,Marketing,58600,EUR,0.93,62895.76,62896
France,Director of Marketing,Marketing,90900,EUR,0.93,97563.56,97564
France,Director of Research,Marketing,67600,EUR,0.93,72555.52,72556
France,eMarketing Manager,Marketing,71200,EUR,0.93,76419.42,76419
France,Event Marketing,Marketing,61500,EUR,0.93,66008.35,66008
France,Head of Executive Search,Marketing,74300,EUR,0.93,79746.67,79747
France,Key Affiliate Manager,Marketing,61700,EUR,0.93,66223.01,66223
France,Localization Manager,Marketing,57400,EUR,0.93,61607.79,61608
France,Market Development Executive,Marketing,67900,EUR,0.93,72877.51,72878
France,Market Development Manager,Marketing,73100,EUR,0.93,78458.7,78459
France,Market Research Analyst,Marketing,57900,EUR,0.93,62144.44,62144
France,Market Research Manager,Marketing,60100,EUR,0.93,64505.72,64506
France,Market Segmentation Director,Marketing,65100,EUR,0.93,69872.25,69872
France,Marketing Account Supervisor,Marketing,51400,EUR,0.93,55167.95,55168
France,Marketing Advisor,Marketing,51500,EUR,0.93,55275.28,55275
France,Marketing Analyst,Marketing,49800,EUR,0.93,53450.66,53451
France,Marketing and Sales Head,Marketing,86100,EUR,0.93,92411.68,92412
France,Marketing Communications Manager,Marketing,57400,EUR,0.93,61607.79,61608
France,Marketing Consultant,Marketing,61600,EUR,0.93,66115.68,66116
France,Marketing Director,Marketing,87700,EUR,0.93,94128.98,94129
France,Marketing Distribution Executive,Marketing,67300,EUR,0.93,72233.52,72234
France,Marketing Executive,Marketing,66400,EUR,0.93,71267.55,71268
France,Marketing Manager,Marketing,89300,EUR,0.93,95846.27,95846
France,Marketing Segment Manager,Marketing,60000,EUR,0.93,64398.39,64398
France,Marketing Supervisor,Marketing,51900,EUR,0.93,55704.6,55705
France,Marketing Vice President,Marketing,70900,EUR,0.93,76097.43,76097
France,Online Marketing Manager,Marketing,60100,EUR,0.93,64505.72,64506
France,Optimization Manager,Marketing,55600,EUR,0.93,59675.84,59676
France,Outreach Specialist,Marketing,49400,EUR,0.93,53021.34,53021
France,Product Development,Marketing,57400,EUR,0.93,61607.79,61608
France,Product Manager,Marketing,67200,EUR,0.93,72126.19,72126
France,Product Marketing Executive,Marketing,64900,EUR,0.93,69657.59,69658
France,Product Marketing Manager,Marketing,66200,EUR,0.93,71052.89,71053
France,Product Strategist,Marketing,51100,EUR,0.93,54845.96,54846
France,Product Strategy Researcher,Marketing,49700,EUR,0.93,53343.33,53343
France,Project Manager,Marketing,49700,EUR,0.93,53343.33,53343
France,Research Executive,Marketing,59100,EUR,0.93,63432.41,63432
France,Sales and Marketing Director,Marketing,90000,EUR,0.93,96597.58,96598
France,Sales Director,Marketing,81300,EUR,0.93,87259.81,87260
France,Sales Manager,Marketing,83800,EUR,0.93,89943.08,89943
France,Search Marketing Strategist,Marketing,66100,EUR,0.93,70945.56,70946
France,Social Media Specialist,Marketing,47600,EUR,0.93,51089.39,51089
France,Team Leader,Marketing,46900,EUR,0.93,50338.07,50338
France,Trade Marketing Executive,Marketing,67800,EUR,0.93,72770.18,72770
France,Trade Marketing Manager,Marketing,66200,EUR,0.93,71052.89,71053
France,Trade Marketing Professional,Marketing,51300,EUR,0.93,55060.62,55061
France,Web Analytics Manager,Marketing,50100,EUR,0.93,53772.65,53773
France,Web Content Manager,Marketing,54200,EUR,0.93,58173.21,58173
France,Actor,Media / Broadcasting / Arts / Entertainment,58000,EUR,0.93,62251.77,62252
France,Art Director,Media / Broadcasting / Arts / Entertainment,57100,EUR,0.93,61285.8,61286
France,Art Lead,Media / Broadcasting / Arts / Entertainment,51300,EUR,0.93,55060.62,55061
France,Associate Media Director,Media / Broadcasting / Arts / Entertainment,49200,EUR,0.93,52806.68,52807
France,Associate Producer,Media / Broadcasting / Arts / Entertainment,59900,EUR,0.93,64291.06,64291
France,Broadcasting Journalist,Media / Broadcasting / Arts / Entertainment,53600,EUR,0.93,57529.23,57529
France,Broadcasting Presenter,Media / Broadcasting / Arts / Entertainment,55200,EUR,0.93,59246.52,59247
France,Censorship Executive,Media / Broadcasting / Arts / Entertainment,51400,EUR,0.93,55167.95,55168
France,Communications Manager,Media / Broadcasting / Arts / Entertainment,61400,EUR,0.93,65901.02,65901
France,Correspondent,Media / Broadcasting / Arts / Entertainment,50800,EUR,0.93,54523.97,54524
France,Journalist,Media / Broadcasting / Arts / Entertainment,51300,EUR,0.93,55060.62,55061
France,Media Design Manager,Media / Broadcasting / Arts / Entertainment,74600,EUR,0.93,80068.66,80069
France,Media Operations Manager,Media / Broadcasting / Arts / Entertainment,63200,EUR,0.93,67832.97,67833
France,Media Producer,Media / Broadcasting / Arts / Entertainment,55600,EUR,0.93,59675.84,59676
France,Media Product Development Manager,Media / Broadcasting / Arts / Entertainment,78700,EUR,0.93,84469.22,84469
France,Media Production Manager,Media / Broadcasting / Arts / Entertainment,77000,EUR,0.93,82644.6,82645
France,Media Program Director,Media / Broadcasting / Arts / Entertainment,83300,EUR,0.93,89406.43,89406
France,Media Relation Executive,Media / Broadcasting / Arts / Entertainment,79600,EUR,0.93,85435.19,85435
France,Media Relations Manager,Media / Broadcasting / Arts / Entertainment,77400,EUR,0.93,83073.92,83074
France,Media Sales Manager,Media / Broadcasting / Arts / Entertainment,86800,EUR,0.93,93163,93163
France,News Reporter,Media / Broadcasting / Arts / Entertainment,54200,EUR,0.93,58173.21,58173
France,Producer,Media / Broadcasting / Arts / Entertainment,72300,EUR,0.93,77600.06,77600
France,Production Director,Media / Broadcasting / Arts / Entertainment,61300,EUR,0.93,65793.68,65794
France,Program Researcher,Media / Broadcasting / Arts / Entertainment,49400,EUR,0.93,53021.34,53021
France,Television Executive Producer,Media / Broadcasting / Arts / Entertainment,86100,EUR,0.93,92411.68,92412
France,Associate Analyst,Oil / Gas / Energy / Mining,49400,EUR,0.93,53021.34,53021
France,Biomass Power Plant Manager,Oil / Gas / Energy / Mining,63800,EUR,0.93,68476.95,68477
France,Chief Contract Compliance Engineer,Oil / Gas / Energy / Mining,49400,EUR,0.93,53021.34,53021
France,Crude Oil Marketing Representative,Oil / Gas / Energy / Mining,47500,EUR,0.93,50982.06,50982
France,Distribution Manager,Oil / Gas / Energy / Mining,58800,EUR,0.93,63110.42,63110
France,Electric and Gas Operations Manager,Oil / Gas / Energy / Mining,97400,EUR,0.93,104540.05,104540
France,Energy Advisor,Oil / Gas / Energy / Mining,71000,EUR,0.93,76204.76,76205
France,Energy Analyst,Oil / Gas / Energy / Mining,59900,EUR,0.93,64291.06,64291
France,Energy Auditor,Oil / Gas / Energy / Mining,51900,EUR,0.93,55704.6,55705
France,Energy Dispatch Director,Oil / Gas / Energy / Mining,79000,EUR,0.93,84791.21,84791
France,Energy Technical Manager,Oil / Gas / Energy / Mining,55400,EUR,0.93,59461.18,59461
France,Energy Technical Support Manager,Oil / Gas / Energy / Mining,54200,EUR,0.93,58173.21,58173
France,Engineering Geologist,Oil / Gas / Energy / Mining,83700,EUR,0.93,89835.75,89836
France,Exploration Manager,Oil / Gas / Energy / Mining,78100,EUR,0.93,83825.23,83825
France,Field Safety Auditor,Oil / Gas / Energy / Mining,51100,EUR,0.93,54845.96,54846
France,Fuel Cell Engineer,Oil / Gas / Energy / Mining,46700,EUR,0.93,50123.41,50123
France,Gas Supply Manager,Oil / Gas / Energy / Mining,65200,EUR,0.93,69979.58,69980
France,Geologist,Oil / Gas / Energy / Mining,82200,EUR,0.93,88225.79,88226
France,Geophysicist,Oil / Gas / Energy / Mining,80900,EUR,0.93,86830.49,86830
France,Geothermal Production Manager,Oil / Gas / Energy / Mining,76800,EUR,0.93,82429.93,82430
France,Lead Technical Field Advisor,Oil / Gas / Energy / Mining,61400,EUR,0.93,65901.02,65901
France,Mine Surveyor,Oil / Gas / Energy / Mining,48600,EUR,0.93,52162.69,52163
France,Mining Project Manager,Oil / Gas / Energy / Mining,56600,EUR,0.93,60749.14,60749
France,Mining Site Manager,Oil / Gas / Energy / Mining,60100,EUR,0.93,64505.72,64506
France,Oil Trader,Oil / Gas / Energy / Mining,59700,EUR,0.93,64076.39,64076
France,Petroleum Engineer,Oil / Gas / Energy / Mining,49100,EUR,0.93,52699.35,52699
France,Petroleum Geologist,Oil / Gas / Energy / Mining,77000,EUR,0.93,82644.6,82645
France,Power Plant Operations Manager,Oil / Gas / Energy / Mining,87000,EUR,0.93,93377.66,93378
France,Risk Analyst,Oil / Gas / Energy / Mining,53300,EUR,0.93,57207.23,57207
France,Solar Energy Installation Manager,Oil / Gas / Energy / Mining,69400,EUR,0.93,74487.47,74487
France,Supply Operations Manager,Oil / Gas / Energy / Mining,68300,EUR,0.93,73306.83,73307
France,Sustainability Specialist,Oil / Gas / Energy / Mining,69700,EUR,0.93,74809.46,74809
France,System Development Advisor,Oil / Gas / Energy / Mining,50000,EUR,0.93,53665.32,53665
France,Wind Energy Project Manager,Oil / Gas / Energy / Mining,63000,EUR,0.93,67618.31,67618
France,Animal Breeder,Pet Care,48200,EUR,0.93,51733.37,51733
France,Animal Scientist,Pet Care,63000,EUR,0.93,67618.31,67618
France,Veterinarian,Pet Care,59700,EUR,0.93,64076.39,64076
France,Veterinary Office Manager,Pet Care,60600,EUR,0.93,65042.37,65042
France,Zoo Veterinarian,Pet Care,59000,EUR,0.93,63325.08,63325
France,Assistant Pharmacy Director,Pharmaceutical and Biotechnology,77000,EUR,0.93,82644.6,82645
France,Associate Medical Affairs Director,Pharmaceutical and Biotechnology,105200,EUR,0.93,112911.84,112912
France,Bioinformatics Scientist,Pharmaceutical and Biotechnology,90900,EUR,0.93,97563.56,97564
France,Biological Scientist,Pharmaceutical and Biotechnology,103600,EUR,0.93,111194.55,111195
France,Biomedical Engineering Director,Pharmaceutical and Biotechnology,77100,EUR,0.93,82751.93,82752
France,Biostatistician,Pharmaceutical and Biotechnology,61700,EUR,0.93,66223.01,66223
France,Biotechnologist,Pharmaceutical and Biotechnology,64500,EUR,0.93,69228.27,69228
France,Biotechnology Lead Data Manager,Pharmaceutical and Biotechnology,49800,EUR,0.93,53450.66,53451
France,Clinical Consultant,Pharmaceutical and Biotechnology,63200,EUR,0.93,67832.97,67833
France,Clinical Data Manager,Pharmaceutical and Biotechnology,63400,EUR,0.93,68047.63,68048
France,Clinical Data Specialist,Pharmaceutical and Biotechnology,57400,EUR,0.93,61607.79,61608
France,Clinical Operations Manager,Pharmaceutical and Biotechnology,89900,EUR,0.93,96490.25,96490
France,Clinical Pharmacist,Pharmaceutical and Biotechnology,60700,EUR,0.93,65149.7,65150
France,Clinical Pharmacy Specialist,Pharmaceutical and Biotechnology,75800,EUR,0.93,81356.63,81357
France,Clinical Project Manager,Pharmaceutical and Biotechnology,57400,EUR,0.93,61607.79,61608
France,Clinical Research Associate,Pharmaceutical and Biotechnology,51500,EUR,0.93,55275.28,55275
France,Clinical Research Manager,Pharmaceutical and Biotechnology,86600,EUR,0.93,92948.34,92948
France,Clinical Study Manager,Pharmaceutical and Biotechnology,73300,EUR,0.93,78673.36,78673
France,Compliance Specialist,Pharmaceutical and Biotechnology,65500,EUR,0.93,70301.57,70302
France,Cytology Laboratory Technologist,Pharmaceutical and Biotechnology,51300,EUR,0.93,55060.62,55061
France,Cytotechnologist,Pharmaceutical and Biotechnology,50800,EUR,0.93,54523.97,54524
France,GCP Auditor,Pharmaceutical and Biotechnology,55400,EUR,0.93,59461.18,59461
France,Hospital Pharmacy Technician,Pharmaceutical and Biotechnology,47400,EUR,0.93,50874.73,50875
France,Manufacturing Engineer,Pharmaceutical and Biotechnology,52600,EUR,0.93,56455.92,56456
France,Medical Affairs Director,Pharmaceutical and Biotechnology,99900,EUR,0.93,107223.31,107223
France,Medical Science Liaison,Pharmaceutical and Biotechnology,73300,EUR,0.93,78673.36,78673
France,Molecular and Cellular Biologist,Pharmaceutical and Biotechnology,97900,EUR,0.93,105076.7,105077
France,Nuclear Pharmacist,Pharmaceutical and Biotechnology,63200,EUR,0.93,67832.97,67833
France,Pharmaceutical Manager,Pharmaceutical and Biotechnology,114600,EUR,0.93,123000.92,123001
France,Pharmaceutical Manufacturing Lead,Pharmaceutical and Biotechnology,114300,EUR,0.93,122678.93,122679
France,Pharmaceutical Operations Excellence Manager,Pharmaceutical and Biotechnology,105200,EUR,0.93,112911.84,112912
France,Pharmaceutical Process Engineer,Pharmaceutical and Biotechnology,57800,EUR,0.93,62037.11,62037
France,Pharmaceutical Production Assistant Manager,Pharmaceutical and Biotechnology,69700,EUR,0.93,74809.46,74809
France,Pharmaceutical Project Manager,Pharmaceutical and Biotechnology,64600,EUR,0.93,69335.6,69336
France,Pharmaceutical Quality Auditor,Pharmaceutical and Biotechnology,70900,EUR,0.93,76097.43,76097
France,Pharmaceutical Regulatory Affairs Assistant,Pharmaceutical and Biotechnology,49200,EUR,0.93,52806.68,52807
France,Pharmaceutical Regulatory Affairs Manager,Pharmaceutical and Biotechnology,65800,EUR,0.93,70623.56,70624
France,Pharmaceutical Regulatory Affairs Specialist,Pharmaceutical and Biotechnology,57000,EUR,0.93,61178.47,61178
France,Pharmaceutical Research Associate,Pharmaceutical and Biotechnology,64500,EUR,0.93,69228.27,69228
France,Pharmaceutical Research Scientist,Pharmaceutical and Biotechnology,94900,EUR,0.93,101856.78,101857
France,Pharmaceutical Researcher,Pharmaceutical and Biotechnology,93300,EUR,0.93,100139.49,100139
France,Pharmaceutical Sales and Marketing Manager,Pharmaceutical and Biotechnology,75800,EUR,0.93,81356.63,81357
France,Pharmaceutical Sales Manager,Pharmaceutical and Biotechnology,86100,EUR,0.93,92411.68,92412
France,Pharmaceutical Supply Chain Manager,Pharmaceutical and Biotechnology,93300,EUR,0.93,100139.49,100139
France,Pharmaceutical Team Leader,Pharmaceutical and Biotechnology,69200,EUR,0.93,74272.81,74273
France,Pharmaceutical Technologist,Pharmaceutical and Biotechnology,46700,EUR,0.93,50123.41,50123
France,Pharmacist,Pharmaceutical and Biotechnology,64100,EUR,0.93,68798.94,68799
France,Pharmacy Manager,Pharmaceutical and Biotechnology,86300,EUR,0.93,92626.35,92626
France,Staff Pharmacist,Pharmaceutical and Biotechnology,61800,EUR,0.93,66330.34,66330
France,Photo Research Manager,Photography,51300,EUR,0.93,55060.62,55061
France,Photography Production Supervisor,Photography,49200,EUR,0.93,52806.68,52807
France,Studio Manager,Photography,51100,EUR,0.93,54845.96,54846
France,Communications Project Manager,Public Relations,58600,EUR,0.93,62895.76,62896
France,Director of Communications,Public Relations,71100,EUR,0.93,76312.09,76312
France,Head of Communications,Public Relations,65100,EUR,0.93,69872.25,69872
France,Head of Public Relations,Public Relations,78900,EUR,0.93,84683.88,84684
France,Investor Relations Officer,Public Relations,51400,EUR,0.93,55167.95,55168
France,Marketing Communications Executive,Public Relations,63000,EUR,0.93,67618.31,67618
France,Media Relations Specialist,Public Relations,63200,EUR,0.93,67832.97,67833
France,Public Relations Executive,Public Relations,62300,EUR,0.93,66866.99,66867
France,Public Relations Manager,Public Relations,70000,EUR,0.93,75131.45,75131
France,Art Director,Publishing and Printing,46900,EUR,0.93,50338.07,50338
France,Circulations Director,Publishing and Printing,63100,EUR,0.93,67725.64,67726
France,Media Design Manager,Publishing and Printing,69700,EUR,0.93,74809.46,74809
France,Planning and Supply Manager,Publishing and Printing,75800,EUR,0.93,81356.63,81357
France,Print Production Manager,Publishing and Printing,72300,EUR,0.93,77600.06,77600
France,Publishing and Printing Manager,Publishing and Printing,71400,EUR,0.93,76634.08,76634
France,Publishing and Printing Supervisor,Publishing and Printing,63900,EUR,0.93,68584.28,68584
France,Publishing Specialist,Publishing and Printing,49700,EUR,0.93,53343.33,53343
France,Reporter,Publishing and Printing,55600,EUR,0.93,59675.84,59676
France,Technical Writing Manager,Publishing and Printing,55300,EUR,0.93,59353.85,59354
France,Asset Protection Specialist,Purchasing and Inventory,46700,EUR,0.93,50123.41,50123
France,Buyer,Purchasing and Inventory,65800,EUR,0.93,70623.56,70624
France,Category Manager,Purchasing and Inventory,48600,EUR,0.93,52162.69,52163
France,Contracts Manager,Purchasing and Inventory,53600,EUR,0.93,57529.23,57529
France,Demand Planning Manager,Purchasing and Inventory,57000,EUR,0.93,61178.47,61178
France,Distribution Manager,Purchasing and Inventory,87700,EUR,0.93,94128.98,94129
France,Inventory Control Manager,Purchasing and Inventory,56800,EUR,0.93,60963.81,60964
France,Merchandise Manager,Purchasing and Inventory,50700,EUR,0.93,54416.64,54417
France,Procurement Administrator,Purchasing and Inventory,51800,EUR,0.93,55597.27,55597
France,Procurement Analyst,Purchasing and Inventory,54700,EUR,0.93,58709.86,58710
France,Procurement Manager,Purchasing and Inventory,84600,EUR,0.93,90801.73,90802
France,Procurement Process Analyst,Purchasing and Inventory,51500,EUR,0.93,55275.28,55275
France,Production Planner,Purchasing and Inventory,49000,EUR,0.93,52592.02,52592
France,Project Buyer,Purchasing and Inventory,54500,EUR,0.93,58495.2,58495
France,Purchaser,Purchasing and Inventory,60800,EUR,0.93,65257.03,65257
France,Purchasing Manager,Purchasing and Inventory,83800,EUR,0.93,89943.08,89943
France,Purchasing Supervisor,Purchasing and Inventory,60000,EUR,0.93,64398.39,64398
France,Storage Manager,Purchasing and Inventory,55700,EUR,0.93,59783.17,59783
France,Stores and Logistics Coordinator,Purchasing and Inventory,47500,EUR,0.93,50982.06,50982
France,Supply Chain Analyst,Purchasing and Inventory,59800,EUR,0.93,64183.73,64184
France,Supply Chain Development Manager,Purchasing and Inventory,83400,EUR,0.93,89513.76,89514
France,Supply Chain Director,Purchasing and Inventory,92900,EUR,0.93,99710.17,99710
France,Supply Chain Manager,Purchasing and Inventory,83400,EUR,0.93,89513.76,89514
France,Warehouse Executive,Purchasing and Inventory,70000,EUR,0.93,75131.45,75131
France,Warehouse Lead,Purchasing and Inventory,48500,EUR,0.93,52055.36,52055
France,Warehouse Manager,Purchasing and Inventory,74300,EUR,0.93,79746.67,79747
France,Warehouse Supervisor,Purchasing and Inventory,54700,EUR,0.93,58709.86,58710
France,Wholesale Buyer,Purchasing and Inventory,67800,EUR,0.93,72770.18,72770
France,Approval Team Manager,Quality Control and Compliance,56900,EUR,0.93,61071.14,61071
France,Assistant Quality Manager,Quality Control and Compliance,53600,EUR,0.93,57529.23,57529
France,Product Owner,Quality Control and Compliance,49300,EUR,0.93,52914.01,52914
France,Product Quality Leader,Quality Control and Compliance,56900,EUR,0.93,61071.14,61071
France,Quality and Safety Site Leader,Quality Control and Compliance,53500,EUR,0.93,57421.89,57422
France,Quality Assurance Analyst,Quality Control and Compliance,54600,EUR,0.93,58602.53,58603
France,Quality Assurance Auditor,Quality Control and Compliance,47800,EUR,0.93,51304.05,51304
France,Quality Assurance Executive,Quality Control and Compliance,76000,EUR,0.93,81571.29,81571
France,Quality Assurance Inspector,Quality Control and Compliance,47800,EUR,0.93,51304.05,51304
France,Quality Assurance Manager,Quality Control and Compliance,75800,EUR,0.93,81356.63,81357
France,Quality Assurance Specialist,Quality Control and Compliance,49100,EUR,0.93,52699.35,52699
France,Quality Assurance Supervisor,Quality Control and Compliance,53500,EUR,0.93,57421.89,57422
France,Quality Control Analyst,Quality Control and Compliance,53300,EUR,0.93,57207.23,57207
France,Quality Control Chemist,Quality Control and Compliance,57000,EUR,0.93,61178.47,61178
France,Quality Control Executive,Quality Control and Compliance,68500,EUR,0.93,73521.49,73521
France,Quality Control Manager,Quality Control and Compliance,70600,EUR,0.93,75775.43,75775
France,Quality Control Supervisor,Quality Control and Compliance,54500,EUR,0.93,58495.2,58495
France,Quality Director,Quality Control and Compliance,82300,EUR,0.93,88333.12,88333
France,Quality Executive,Quality Control and Compliance,54100,EUR,0.93,58065.88,58066
France,Quality Manager,Quality Control and Compliance,77000,EUR,0.93,82644.6,82645
France,Quality Trainer,Quality Control and Compliance,50100,EUR,0.93,53772.65,53773
France,Six Sigma Black Belt,Quality Control and Compliance,63700,EUR,0.93,68369.62,68370
France,Assistant Leasing Manager,Real Estate,55400,EUR,0.93,59461.18,59461
France,Assistant Property Manager,Real Estate,54300,EUR,0.93,58280.54,58281
France,Commercial Leasing Manager,Real Estate,80500,EUR,0.93,86401.17,86401
France,Commercial Real Estate Manager,Real Estate,83000,EUR,0.93,89084.43,89084
France,Community Development Manager,Real Estate,73200,EUR,0.93,78566.03,78566
France,Director of Real Estate,Real Estate,85800,EUR,0.93,92089.69,92090
France,Lease Administrator,Real Estate,49300,EUR,0.93,52914.01,52914
France,Leasing Manager,Real Estate,54100,EUR,0.93,58065.88,58066
France,Portfolio Analyst,Real Estate,68800,EUR,0.93,73843.48,73843
France,Portfolio Manager,Real Estate,91600,EUR,0.93,98314.87,98315
France,Property and Claims Specialist,Real Estate,49200,EUR,0.93,52806.68,52807
France,Property Manager,Real Estate,59800,EUR,0.93,64183.73,64184
France,Property Operations Manager,Real Estate,79600,EUR,0.93,85435.19,85435
France,Real Estate Analyst,Real Estate,50100,EUR,0.93,53772.65,53773
France,Real Estate Association Manager,Real Estate,57900,EUR,0.93,62144.44,62144
France,Real Estate General Manager,Real Estate,87400,EUR,0.93,93806.98,93807
France,Real Estate Project Director,Real Estate,83700,EUR,0.93,89835.75,89836
France,Real Estate Project Manager,Real Estate,71100,EUR,0.93,76312.09,76312
France,Residential Advisor,Real Estate,50000,EUR,0.93,53665.32,53665
