Country,Job Title,Category,Salary,Currency,Exchange Rate,Salary(USD),SalaryRounded(USD)
Afghanistan,Cardiovascular Specialist,Health and Medical,3829500,AFN,71.24,53751.57,53752
Afghanistan,Chief of Surgery,Health and Medical,4429300,AFN,71.24,62170.48,62170
Afghanistan,Invasive Cardiologist,Health and Medical,3934900,AFN,71.24,55230.99,55231
Afghanistan,Physician - Cardiology,Health and Medical,3769500,AFN,71.24,52909.4,52909
Afghanistan,Surgeon - Cardiothoracic,Health and Medical,4187600,AFN,71.24,58777.93,58778
Afghanistan,Surgeon - Heart Transplant,Health and Medical,4570300,AFN,71.24,64149.58,64150
Afghanistan,Surgeon - Neurology,Health and Medical,3934900,AFN,71.24,55230.99,55231
Afghanistan,Surgeon - Orthopedic,Health and Medical,4450400,AFN,71.24,62466.64,62467
Afghanistan,Surgeon - Pediatric,Health and Medical,3564300,AFN,71.24,50029.17,50029
Afghanistan,Surgeon - Plastic Reconstructive,Health and Medical,4140900,AFN,71.24,58122.44,58122
ýýland Islands,Accounting Head,Accounting and Finance,64720,EUR,0.93,69464.39,69464
ýýland Islands,Accounting Manager,Accounting and Finance,66820,EUR,0.93,71718.34,71718
ýýland Islands,Accounting Unit Controller,Accounting and Finance,50180,EUR,0.93,53858.52,53859
ýýland Islands,Accounts Payable Manager,Accounting and Finance,58800,EUR,0.93,63110.42,63110
ýýland Islands,Accounts Receivable Manager,Accounting and Finance,61180,EUR,0.93,65664.89,65665
ýýland Islands,Accounts Receivable Team Leader,Accounting and Finance,46720,EUR,0.93,50144.88,50145
ýýland Islands,Assistant Accounting Manager,Accounting and Finance,61840,EUR,0.93,66373.27,66373
ýýland Islands,Assistant Finance Manager,Accounting and Finance,66100,EUR,0.93,70945.56,70946
ýýland Islands,Audit Director,Accounting and Finance,72780,EUR,0.93,78115.24,78115
ýýland Islands,Audit Supervisor,Accounting and Finance,57080,EUR,0.93,61264.33,61264
ýýland Islands,Auditing Manager,Accounting and Finance,64200,EUR,0.93,68906.27,68906
ýýland Islands,Billing Supervisor,Accounting and Finance,49360,EUR,0.93,52978.41,52978
ýýland Islands,Budget Analyst,Accounting and Finance,54700,EUR,0.93,58709.86,58710
ýýland Islands,Budget Manager,Accounting and Finance,64920,EUR,0.93,69679.05,69679
ýýland Islands,Cash Flow Analyst,Accounting and Finance,47400,EUR,0.93,50874.73,50875
ýýland Islands,Cash Management Manager,Accounting and Finance,63500,EUR,0.93,68154.96,68155
ýýland Islands,Chief Accountant,Accounting and Finance,46980,EUR,0.93,50423.94,50424
ýýland Islands,Corporate Controller,Accounting and Finance,53600,EUR,0.93,57529.23,57529
ýýland Islands,Corporate Treasurer,Accounting and Finance,62420,EUR,0.93,66995.79,66996
ýýland Islands,Cost Accounting Manager,Accounting and Finance,63040,EUR,0.93,67661.24,67661
ýýland Islands,Cost Accounting Supervisor,Accounting and Finance,48300,EUR,0.93,51840.7,51841
ýýland Islands,Cost Analyst,Accounting and Finance,53120,EUR,0.93,57014.04,57014
ýýland Islands,Credit and Collection Manager,Accounting and Finance,61680,EUR,0.93,66201.54,66202
ýýland Islands,Credit Manager,Accounting and Finance,66120,EUR,0.93,70967.02,70967
ýýland Islands,Debt Adviser,Accounting and Finance,52540,EUR,0.93,56391.52,56392
ýýland Islands,Deputy CFO,Accounting and Finance,87880,EUR,0.93,94322.17,94322
ýýland Islands,Deputy Head of Finance,Accounting and Finance,86640,EUR,0.93,92991.27,92991
ýýland Islands,Derivative Trader,Accounting and Finance,57360,EUR,0.93,61564.86,61565
ýýland Islands,Director of Finance,Accounting and Finance,92300,EUR,0.93,99066.18,99066
ýýland Islands,Economist,Accounting and Finance,72260,EUR,0.93,77557.12,77557
ýýland Islands,Equity Analyst,Accounting and Finance,55320,EUR,0.93,59375.31,59375
ýýland Islands,Finance Analyst,Accounting and Finance,57080,EUR,0.93,61264.33,61264
ýýland Islands,Finance Director,Accounting and Finance,89960,EUR,0.93,96554.65,96555
ýýland Islands,Finance Executive,Accounting and Finance,66140,EUR,0.93,70988.49,70988
ýýland Islands,Finance Licensing Manager,Accounting and Finance,64300,EUR,0.93,69013.6,69014
ýýland Islands,Finance Manager,Accounting and Finance,86420,EUR,0.93,92755.14,92755
ýýland Islands,Finance President,Accounting and Finance,96340,EUR,0.93,103402.34,103402
ýýland Islands,Finance Relationship Manager,Accounting and Finance,74940,EUR,0.93,80433.58,80434
ýýland Islands,Finance Specialist,Accounting and Finance,51400,EUR,0.93,55167.95,55168
ýýland Islands,Finance Team Leader,Accounting and Finance,72700,EUR,0.93,78029.38,78029
ýýland Islands,Financial Actuary,Accounting and Finance,47400,EUR,0.93,50874.73,50875
ýýland Islands,Financial Administrator,Accounting and Finance,51800,EUR,0.93,55597.27,55597
ýýland Islands,Financial Advisor,Accounting and Finance,58440,EUR,0.93,62724.03,62724
ýýland Islands,Financial Analyst,Accounting and Finance,58440,EUR,0.93,62724.03,62724
ýýland Islands,Financial Claims Manager,Accounting and Finance,56460,EUR,0.93,60598.88,60599
ýýland Islands,Financial Claims Supervisor,Accounting and Finance,51900,EUR,0.93,55704.6,55705
ýýland Islands,Financial Commercial Analyst,Accounting and Finance,46880,EUR,0.93,50316.61,50317
ýýland Islands,Financial Compliance Analyst,Accounting and Finance,51080,EUR,0.93,54824.49,54824
ýýland Islands,Financial Controller,Accounting and Finance,50080,EUR,0.93,53751.19,53751
ýýland Islands,Financial Controller,Accounting and Finance,54140,EUR,0.93,58108.81,58109
ýýland Islands,Financial Customer Service Manager,Accounting and Finance,61460,EUR,0.93,65965.41,65965
ýýland Islands,Financial Director,Accounting and Finance,93340,EUR,0.93,100182.42,100182
ýýland Islands,Financial Manager,Accounting and Finance,85760,EUR,0.93,92046.76,92047
ýýland Islands,Financial Manager,Accounting and Finance,86760,EUR,0.93,93120.07,93120
ýýland Islands,Financial Operations Manager,Accounting and Finance,80060,EUR,0.93,85928.91,85929
ýýland Islands,Financial Policy Analyst,Accounting and Finance,53600,EUR,0.93,57529.23,57529
ýýland Islands,Financial Project Manager,Accounting and Finance,66140,EUR,0.93,70988.49,70988
ýýland Islands,Financial Quantitative Analyst,Accounting and Finance,59240,EUR,0.93,63582.67,63583
ýýland Islands,Financial Reporting Consultant,Accounting and Finance,46980,EUR,0.93,50423.94,50424
ýýland Islands,Financial Reporting Manager,Accounting and Finance,66020,EUR,0.93,70859.69,70860
ýýland Islands,Financial Section Head,Accounting and Finance,61400,EUR,0.93,65901.02,65901
ýýland Islands,Financial Services Manager,Accounting and Finance,78480,EUR,0.93,84233.09,84233
ýýland Islands,Fraud Prevention Manager,Accounting and Finance,66260,EUR,0.93,71117.28,71117
ýýland Islands,Group Financial Manager,Accounting and Finance,94800,EUR,0.93,101749.45,101749
ýýland Islands,Internal Control Adviser,Accounting and Finance,52180,EUR,0.93,56005.13,56005
ýýland Islands,International Tax Director,Accounting and Finance,80340,EUR,0.93,86229.44,86229
ýýland Islands,Investment Advisor,Accounting and Finance,89800,EUR,0.93,96382.92,96383
ýýland Islands,Investment Analyst,Accounting and Finance,65760,EUR,0.93,70580.63,70581
ýýland Islands,Investment Associate,Accounting and Finance,52380,EUR,0.93,56219.79,56220
ýýland Islands,Investment Broker,Accounting and Finance,57360,EUR,0.93,61564.86,61565
ýýland Islands,Investment Fund Manager,Accounting and Finance,71700,EUR,0.93,76956.07,76956
ýýland Islands,Investment Operations Manager,Accounting and Finance,73120,EUR,0.93,78480.17,78480
ýýland Islands,Investor Relations Manager,Accounting and Finance,62060,EUR,0.93,66609.4,66609
ýýland Islands,KYC Team Leader,Accounting and Finance,65940,EUR,0.93,70773.83,70774
ýýland Islands,Management Economist,Accounting and Finance,72780,EUR,0.93,78115.24,78115
ýýland Islands,Payroll Billing Manager,Accounting and Finance,55320,EUR,0.93,59375.31,59375
ýýland Islands,Payroll Manager,Accounting and Finance,62100,EUR,0.93,66652.33,66652
ýýland Islands,Personal Financial Advisor,Accounting and Finance,49360,EUR,0.93,52978.41,52978
ýýland Islands,Pricing Analyst,Accounting and Finance,57360,EUR,0.93,61564.86,61565
ýýland Islands,Private Equity Analyst,Accounting and Finance,57440,EUR,0.93,61650.72,61651
ýýland Islands,Retirement Plan Analyst,Accounting and Finance,53600,EUR,0.93,57529.23,57529
ýýland Islands,Revenue Management Specialist,Accounting and Finance,53160,EUR,0.93,57056.97,57057
ýýland Islands,Revenue Recognition Analyst,Accounting and Finance,58440,EUR,0.93,62724.03,62724
ýýland Islands,Risk Management Director,Accounting and Finance,74060,EUR,0.93,79489.08,79489
ýýland Islands,Risk Management Supervisor,Accounting and Finance,58800,EUR,0.93,63110.42,63110
ýýland Islands,Tax Advisor,Accounting and Finance,48560,EUR,0.93,52119.76,52120
ýýland Islands,Tax Analyst,Accounting and Finance,50580,EUR,0.93,54287.84,54288
ýýland Islands,Tax Consultant,Accounting and Finance,52540,EUR,0.93,56391.52,56392
ýýland Islands,Tax Director,Accounting and Finance,72740,EUR,0.93,78072.31,78072
ýýland Islands,Tax Manager,Accounting and Finance,62460,EUR,0.93,67038.72,67039
ýýland Islands,Tax Research Manager,Accounting and Finance,61580,EUR,0.93,66094.21,66094
ýýland Islands,Treasury Analyst,Accounting and Finance,50520,EUR,0.93,54223.44,54223
ýýland Islands,Vice President of Finance,Accounting and Finance,91560,EUR,0.93,98271.94,98272
ýýland Islands,Accreditation Specialist,Administration / Reception / Secretarial,50240,EUR,0.93,53922.92,53923
ýýland Islands,Business Office Manager,Administration / Reception / Secretarial,56460,EUR,0.93,60598.88,60599
ýýland Islands,Group Services Manager,Administration / Reception / Secretarial,63480,EUR,0.93,68133.49,68133
ýýland Islands,Meeting and Event Manager,Administration / Reception / Secretarial,57320,EUR,0.93,61521.93,61522
ýýland Islands,Operations Analyst,Administration / Reception / Secretarial,48340,EUR,0.93,51883.63,51884
ýýland Islands,Operations Manager,Administration / Reception / Secretarial,60020,EUR,0.93,64419.85,64420
ýýland Islands,Project Coordinator,Administration / Reception / Secretarial,50080,EUR,0.93,53751.19,53751
ýýland Islands,Technical Program Manager,Administration / Reception / Secretarial,52380,EUR,0.93,56219.79,56220
ýýland Islands,Technical Project Manager,Administration / Reception / Secretarial,55940,EUR,0.93,60040.76,60041
ýýland Islands,Advertising Account Executive,Advertising / Graphic Design / Events,51120,EUR,0.93,54867.43,54867
ýýland Islands,Advertising Account Manager,Advertising / Graphic Design / Events,55320,EUR,0.93,59375.31,59375
ýýland Islands,Advertising and Promotions Manager,Advertising / Graphic Design / Events,76440,EUR,0.93,82043.54,82044
ýýland Islands,Advertising Manager,Advertising / Graphic Design / Events,75500,EUR,0.93,81034.64,81035
ýýland Islands,Advertising Operations Manager,Advertising / Graphic Design / Events,73800,EUR,0.93,79210.02,79210
ýýland Islands,Advertising Sales Director,Advertising / Graphic Design / Events,80060,EUR,0.93,85928.91,85929
ýýland Islands,Advertising Strategic Planner,Advertising / Graphic Design / Events,48920,EUR,0.93,52506.15,52506
ýýland Islands,Art Director,Advertising / Graphic Design / Events,47760,EUR,0.93,51261.12,51261
ýýland Islands,Art Manager,Advertising / Graphic Design / Events,46980,EUR,0.93,50423.94,50424
ýýland Islands,Broadcast Administrator,Advertising / Graphic Design / Events,48300,EUR,0.93,51840.7,51841
ýýland Islands,Content and Media Production Lead,Advertising / Graphic Design / Events,53840,EUR,0.93,57786.82,57787
ýýland Islands,Digital Campaign Manager,Advertising / Graphic Design / Events,50580,EUR,0.93,54287.84,54288
ýýland Islands,Digital Media Manager,Advertising / Graphic Design / Events,57360,EUR,0.93,61564.86,61565
ýýland Islands,Digital Media Strategist,Advertising / Graphic Design / Events,56640,EUR,0.93,60792.08,60792
ýýland Islands,Director of Events,Advertising / Graphic Design / Events,78960,EUR,0.93,84748.28,84748
ýýland Islands,Director of Social Media Marketing,Advertising / Graphic Design / Events,57820,EUR,0.93,62058.58,62059
ýýland Islands,Events and Promotions Manager,Advertising / Graphic Design / Events,69180,EUR,0.93,74251.34,74251
ýýland Islands,Events Director,Advertising / Graphic Design / Events,77400,EUR,0.93,83073.92,83074
ýýland Islands,Group Creative Director,Advertising / Graphic Design / Events,49020,EUR,0.93,52613.48,52613
ýýland Islands,Media Executive,Advertising / Graphic Design / Events,50580,EUR,0.93,54287.84,54288
ýýland Islands,Media Production Manager,Advertising / Graphic Design / Events,57820,EUR,0.93,62058.58,62059
ýýland Islands,Media Project Manager,Advertising / Graphic Design / Events,62100,EUR,0.93,66652.33,66652
ýýland Islands,Media Relations Representative,Advertising / Graphic Design / Events,49560,EUR,0.93,53193.07,53193
ýýland Islands,Media Sales Executive,Advertising / Graphic Design / Events,60840,EUR,0.93,65299.96,65300
ýýland Islands,PPC Campaign Manager,Advertising / Graphic Design / Events,47400,EUR,0.93,50874.73,50875
ýýland Islands,Print Production Manager,Advertising / Graphic Design / Events,47400,EUR,0.93,50874.73,50875
ýýland Islands,Product and Brand Manager,Advertising / Graphic Design / Events,70940,EUR,0.93,76140.36,76140
ýýland Islands,Sales Promotion Manager,Advertising / Graphic Design / Events,68400,EUR,0.93,73414.16,73414
ýýland Islands,Social Media Executive,Advertising / Graphic Design / Events,61400,EUR,0.93,65901.02,65901
ýýland Islands,Social Media Manager,Advertising / Graphic Design / Events,58720,EUR,0.93,63024.55,63025
ýýland Islands,Social Media Marketing Manager,Advertising / Graphic Design / Events,57800,EUR,0.93,62037.11,62037
ýýland Islands,Social Media Strategist,Advertising / Graphic Design / Events,59660,EUR,0.93,64033.46,64033
ýýland Islands,Aeronautical Engineer,Airlines / Aviation / Aerospace / Defense,49820,EUR,0.93,53472.13,53472
ýýland Islands,Aerospace Engineer,Airlines / Aviation / Aerospace / Defense,57320,EUR,0.93,61521.93,61522
ýýland Islands,Air Traffic Controller,Airlines / Aviation / Aerospace / Defense,49700,EUR,0.93,53343.33,53343
ýýland Islands,Aircraft Captain,Airlines / Aviation / Aerospace / Defense,72700,EUR,0.93,78029.38,78029
ýýland Islands,Aircraft Engineer,Airlines / Aviation / Aerospace / Defense,48560,EUR,0.93,52119.76,52120
ýýland Islands,Aircraft Maintenance Manager,Airlines / Aviation / Aerospace / Defense,73260,EUR,0.93,78630.43,78630
ýýland Islands,Aircraft Pilot,Airlines / Aviation / Aerospace / Defense,77640,EUR,0.93,83331.51,83332
ýýland Islands,Aircraft Quality Assurance,Airlines / Aviation / Aerospace / Defense,60920,EUR,0.93,65385.83,65386
ýýland Islands,Airfield Management Specialist,Airlines / Aviation / Aerospace / Defense,67320,EUR,0.93,72254.99,72255
ýýland Islands,Airfield Operations Specialist,Airlines / Aviation / Aerospace / Defense,50180,EUR,0.93,53858.52,53859
ýýland Islands,Airline Copilot,Airlines / Aviation / Aerospace / Defense,49020,EUR,0.93,52613.48,52613
ýýland Islands,Airline Pilot,Airlines / Aviation / Aerospace / Defense,76440,EUR,0.93,82043.54,82044
ýýland Islands,Airlines Sales Director,Airlines / Aviation / Aerospace / Defense,88480,EUR,0.93,94966.15,94966
ýýland Islands,Airlines Sales Manager,Airlines / Aviation / Aerospace / Defense,82520,EUR,0.93,88569.25,88569
ýýland Islands,Airport Services Manager,Airlines / Aviation / Aerospace / Defense,92880,EUR,0.93,99688.7,99689
ýýland Islands,Airport Services Supervisor,Airlines / Aviation / Aerospace / Defense,54560,EUR,0.93,58559.6,58560
ýýland Islands,Aviation Analyst,Airlines / Aviation / Aerospace / Defense,60020,EUR,0.93,64419.85,64420
ýýland Islands,Aviation Inspector,Airlines / Aviation / Aerospace / Defense,53860,EUR,0.93,57808.29,57808
ýýland Islands,Aviation Manager,Airlines / Aviation / Aerospace / Defense,93880,EUR,0.93,100762.01,100762
ýýland Islands,Aviation Operations Controller,Airlines / Aviation / Aerospace / Defense,52460,EUR,0.93,56305.66,56306
ýýland Islands,Aviation Resources Manager,Airlines / Aviation / Aerospace / Defense,79500,EUR,0.93,85327.86,85328
ýýland Islands,Aviation Safety Manager,Airlines / Aviation / Aerospace / Defense,85760,EUR,0.93,92046.76,92047
ýýland Islands,Aviation Safety Officer,Airlines / Aviation / Aerospace / Defense,48200,EUR,0.93,51733.37,51733
ýýland Islands,Chief Pilot,Airlines / Aviation / Aerospace / Defense,80520,EUR,0.93,86422.63,86423
ýýland Islands,Fleet Controller,Airlines / Aviation / Aerospace / Defense,72260,EUR,0.93,77557.12,77557
ýýland Islands,Helicopter Pilot,Airlines / Aviation / Aerospace / Defense,50660,EUR,0.93,54373.7,54374
ýýland Islands,Pilot,Airlines / Aviation / Aerospace / Defense,78400,EUR,0.93,84147.23,84147
ýýland Islands,Safety and Quality Specialist,Airlines / Aviation / Aerospace / Defense,50580,EUR,0.93,54287.84,54288
ýýland Islands,Test Pilot,Airlines / Aviation / Aerospace / Defense,57900,EUR,0.93,62144.44,62144
ýýland Islands,Architect,Architecture,54500,EUR,0.93,58495.2,58495
ýýland Islands,Architectural Designer,Architecture,53840,EUR,0.93,57786.82,57787
ýýland Islands,Architectural Manager,Architecture,82520,EUR,0.93,88569.25,88569
ýýland Islands,Architecture Consultant,Architecture,80180,EUR,0.93,86057.71,86058
ýýland Islands,Architecture Estimating Manager,Architecture,64720,EUR,0.93,69464.39,69464
ýýland Islands,Assistant Architectural Manager,Architecture,75100,EUR,0.93,80605.31,80605
ýýland Islands,CAD Manager,Architecture,50240,EUR,0.93,53922.92,53923
ýýland Islands,Design Manager,Architecture,73800,EUR,0.93,79210.02,79210
ýýland Islands,Facilities and Project Manager,Architecture,79600,EUR,0.93,85435.19,85435
ýýland Islands,Interior Designer,Architecture,47120,EUR,0.93,50574.2,50574
ýýland Islands,Landscape Architect,Architecture,68060,EUR,0.93,73049.24,73049
ýýland Islands,After Sales Automotive Manager,Automotive,48300,EUR,0.93,51840.7,51841
ýýland Islands,Auto Parts Manager,Automotive,59380,EUR,0.93,63732.94,63733
ýýland Islands,Automotive Assembly Manager,Automotive,55020,EUR,0.93,59053.32,59053
ýýland Islands,Automotive Branch Manager,Automotive,73120,EUR,0.93,78480.17,78480
ýýland Islands,Automotive General Manager,Automotive,81880,EUR,0.93,87882.33,87882
ýýland Islands,Automotive Manager,Automotive,77060,EUR,0.93,82708.99,82709
ýýland Islands,Automotive Project Manager,Automotive,57320,EUR,0.93,61521.93,61522
ýýland Islands,Automotive Purchase Manager,Automotive,62060,EUR,0.93,66609.4,66609
ýýland Islands,Service Manager,Automotive,48300,EUR,0.93,51840.7,51841
ýýland Islands,AML Analyst,Banking,72380,EUR,0.93,77685.92,77686
ýýland Islands,Assistant Bank Branch Manager,Banking,62460,EUR,0.93,67038.72,67039
ýýland Islands,Assistant Bank Manager,Banking,80540,EUR,0.93,86444.1,86444
ýýland Islands,ATM Manager,Banking,70940,EUR,0.93,76140.36,76140
ýýland Islands,Bank Accounts Executive,Banking,50180,EUR,0.93,53858.52,53859
ýýland Islands,Bank Accounts Manager,Banking,58800,EUR,0.93,63110.42,63110
ýýland Islands,Bank Auditing Manager,Banking,63380,EUR,0.93,68026.16,68026
ýýland Islands,Bank Branch Manager,Banking,84740,EUR,0.93,90951.99,90952
ýýland Islands,Bank Manager,Banking,93220,EUR,0.93,100053.63,100054
ýýland Islands,Bank Operational Risk Manager,Banking,93660,EUR,0.93,100525.88,100526
ýýland Islands,Bank Operations Head,Banking,96600,EUR,0.93,103681.4,103681
ýýland Islands,Bank Operations Specialist,Banking,57440,EUR,0.93,61650.72,61651
ýýland Islands,Bank Process Manager,Banking,53120,EUR,0.93,57014.04,57014
ýýland Islands,Bank Product Manager,Banking,62100,EUR,0.93,66652.33,66652
ýýland Islands,Bank Programme Manager,Banking,67120,EUR,0.93,72040.33,72040
ýýland Islands,Bank Project Manager,Banking,78940,EUR,0.93,84726.81,84727
ýýland Islands,Bank Propositions Manager,Banking,72180,EUR,0.93,77471.26,77471
ýýland Islands,Bank Quantitative Analyst,Banking,48920,EUR,0.93,52506.15,52506
ýýland Islands,Bank Regional Manager,Banking,97460,EUR,0.93,104604.45,104604
ýýland Islands,Bank Regional Risk Officer,Banking,49700,EUR,0.93,53343.33,53343
ýýland Islands,Bank Relationship Manager,Banking,72260,EUR,0.93,77557.12,77557
ýýland Islands,Banking Business Analyst,Banking,52460,EUR,0.93,56305.66,56306
ýýland Islands,Banking Business Planning Executive,Banking,69780,EUR,0.93,74895.32,74895
ýýland Islands,Banking Product Manager,Banking,59660,EUR,0.93,64033.46,64033
ýýland Islands,Banking Reference Data Manager,Banking,57320,EUR,0.93,61521.93,61522
ýýland Islands,Budget Analyst,Banking,51340,EUR,0.93,55103.55,55104
ýýland Islands,Capital Risk Manager,Banking,93600,EUR,0.93,100461.48,100461
ýýland Islands,Cards Marketing Manager,Banking,63320,EUR,0.93,67961.76,67962
ýýland Islands,Cash Management Manager,Banking,84040,EUR,0.93,90200.67,90201
ýýland Islands,Check Processing Manager,Banking,62420,EUR,0.93,66995.79,66996
ýýland Islands,Commercial Vault Associate,Banking,46880,EUR,0.93,50316.61,50317
ýýland Islands,Corporate Dealer,Banking,50340,EUR,0.93,54030.25,54030
ýýland Islands,Credit and Collections Manager,Banking,65760,EUR,0.93,70580.63,70581
ýýland Islands,Credit Card Fraud Investigator,Banking,50020,EUR,0.93,53686.79,53687
ýýland Islands,Credit Portfolio Manager,Banking,92240,EUR,0.93,99001.79,99002
ýýland Islands,Credit Risk Analyst,Banking,58860,EUR,0.93,63174.82,63175
ýýland Islands,Credit Risk Associate,Banking,50660,EUR,0.93,54373.7,54374
ýýland Islands,Exchange Control Consultant,Banking,53860,EUR,0.93,57808.29,57808
ýýland Islands,Executive Account Analyst,Banking,50020,EUR,0.93,53686.79,53687
ýýland Islands,Financial Bank Planning Consultant,Banking,63380,EUR,0.93,68026.16,68026
ýýland Islands,Financial Banking Analysis Manager,Banking,73040,EUR,0.93,78394.3,78394
ýýland Islands,Financial Banking Systems Manager,Banking,66100,EUR,0.93,70945.56,70946
ýýland Islands,Foreign Exchange Manager,Banking,70700,EUR,0.93,75882.77,75883
ýýland Islands,Fraud Analyst,Banking,53600,EUR,0.93,57529.23,57529
ýýland Islands,Fraud Detection Manager,Banking,76280,EUR,0.93,81871.82,81872
ýýland Islands,Internal Bank Audit Manager,Banking,91560,EUR,0.93,98271.94,98272
ýýland Islands,Internal Bank Auditor,Banking,47580,EUR,0.93,51067.92,51068
ýýland Islands,International Banking Manager,Banking,102380,EUR,0.93,109885.11,109885
ýýland Islands,Investment Banking Analyst,Banking,69060,EUR,0.93,74122.54,74123
ýýland Islands,Loan Analyst,Banking,48160,EUR,0.93,51690.44,51690
ýýland Islands,Loan Area Manager,Banking,58860,EUR,0.93,63174.82,63175
ýýland Islands,Loan Audit Team Leader,Banking,55940,EUR,0.93,60040.76,60041
ýýland Islands,Loan Branch Manager,Banking,53160,EUR,0.93,57056.97,57057
ýýland Islands,Loan Collection and Recovery Manager,Banking,58240,EUR,0.93,62509.37,62509
ýýland Islands,Loan Collection Manager,Banking,57620,EUR,0.93,61843.92,61844
ýýland Islands,Loan Processing Manager,Banking,51800,EUR,0.93,55597.27,55597
ýýland Islands,Loan Quality Assurance Auditor,Banking,48300,EUR,0.93,51840.7,51841
ýýland Islands,Loan Quality Assurance Manager,Banking,56140,EUR,0.93,60255.42,60255
ýýland Islands,Loan Review Manager,Banking,55840,EUR,0.93,59933.43,59933
ýýland Islands,Loan Team Leader,Banking,49560,EUR,0.93,53193.07,53193
ýýland Islands,Loans Manager,Banking,67900,EUR,0.93,72877.51,72878
ýýland Islands,Mortgage Collection Manager,Banking,58240,EUR,0.93,62509.37,62509
ýýland Islands,Mortgage Credit Manager,Banking,55840,EUR,0.93,59933.43,59933
ýýland Islands,Mortgage Development Manager,Banking,66020,EUR,0.93,70859.69,70860
ýýland Islands,Mortgage Funding Manager,Banking,66580,EUR,0.93,71460.74,71461
ýýland Islands,Mortgage Operations Manager,Banking,89800,EUR,0.93,96382.92,96383
ýýland Islands,Mortgage Processing Manager,Banking,59240,EUR,0.93,63582.67,63583
ýýland Islands,Mortgage Quality Assurance Auditor,Banking,49020,EUR,0.93,52613.48,52613
ýýland Islands,Mortgage Quality Assurance Manager,Banking,57360,EUR,0.93,61564.86,61565
ýýland Islands,Mortgage Servicing Manager,Banking,54560,EUR,0.93,58559.6,58560
ýýland Islands,Online Banking Manager,Banking,84580,EUR,0.93,90780.26,90780
ýýland Islands,Trade Product Manager,Banking,61400,EUR,0.93,65901.02,65901
ýýland Islands,Bilingual Paraprofessional,Bilingual,47400,EUR,0.93,50874.73,50875
ýýland Islands,Language Specialist,Bilingual,58520,EUR,0.93,62809.89,62810
ýýland Islands,Linguist,Bilingual,58720,EUR,0.93,63024.55,63025
ýýland Islands,Assistant Business Development Manager,Business Planning,60600,EUR,0.93,65042.37,65042
ýýland Islands,Business Advisor,Business Planning,59240,EUR,0.93,63582.67,63583
ýýland Islands,Business Analyst,Business Planning,56640,EUR,0.93,60792.08,60792
ýýland Islands,Business Consultant,Business Planning,55320,EUR,0.93,59375.31,59375
ýýland Islands,Business Development Director,Business Planning,74560,EUR,0.93,80025.73,80026
ýýland Islands,Business Development Executive,Business Planning,57360,EUR,0.93,61564.86,61565
ýýland Islands,Business Development Manager,Business Planning,75220,EUR,0.93,80734.11,80734
ýýland Islands,Business Development Specialist,Business Planning,54460,EUR,0.93,58452.27,58452
ýýland Islands,Business Manager,Business Planning,63320,EUR,0.93,67961.76,67962
ýýland Islands,Business Operations Specialist,Business Planning,53120,EUR,0.93,57014.04,57014
ýýland Islands,Business Systems Analyst,Business Planning,57900,EUR,0.93,62144.44,62144
ýýland Islands,Capacity Planning Supervisor,Business Planning,54180,EUR,0.93,58151.74,58152
ýýland Islands,Change Communications Analyst,Business Planning,50520,EUR,0.93,54223.44,54223
ýýland Islands,Change Control Analyst,Business Planning,50620,EUR,0.93,54330.77,54331
ýýland Islands,Change Impact Analyst,Business Planning,53840,EUR,0.93,57786.82,57787
ýýland Islands,Contracts Executive,Business Planning,56140,EUR,0.93,60255.42,60255
ýýland Islands,Corporate Strategy Analyst,Business Planning,60400,EUR,0.93,64827.71,64828
ýýland Islands,Data Processing Manager,Business Planning,47720,EUR,0.93,51218.18,51218
ýýland Islands,Director of Business Development,Business Planning,74560,EUR,0.93,80025.73,80026
ýýland Islands,Director of Production Planning,Business Planning,65940,EUR,0.93,70773.83,70774
ýýland Islands,Due Diligence Analyst,Business Planning,63380,EUR,0.93,68026.16,68026
ýýland Islands,Estimating Manager,Business Planning,60460,EUR,0.93,64892.11,64892
ýýland Islands,General Manager,Business Planning,64200,EUR,0.93,68906.27,68906
ýýland Islands,Incident Specialist,Business Planning,46880,EUR,0.93,50316.61,50317
ýýland Islands,Manager,Business Planning,74540,EUR,0.93,80004.26,80004
ýýland Islands,Marketing and Business Development Manager,Business Planning,67360,EUR,0.93,72297.92,72298
ýýland Islands,Operations Analyst,Business Planning,50080,EUR,0.93,53751.19,53751
ýýland Islands,Operations Manager,Business Planning,58860,EUR,0.93,63174.82,63175
ýýland Islands,Planning and Reporting Manager,Business Planning,60840,EUR,0.93,65299.96,65300
ýýland Islands,Planning Director,Business Planning,77060,EUR,0.93,82708.99,82709
ýýland Islands,Project Manager,Business Planning,61460,EUR,0.93,65965.41,65965
ýýland Islands,Risk Management Specialist,Business Planning,50660,EUR,0.93,54373.7,54374
ýýland Islands,Strategy Director,Business Planning,77860,EUR,0.93,83567.64,83568
ýýland Islands,Top Research and Development Executive,Business Planning,86760,EUR,0.93,93120.07,93120
ýýland Islands,Care Manager,Care Giving and Child Care,56640,EUR,0.93,60792.08,60792
ýýland Islands,Child Care Specialist,Care Giving and Child Care,64200,EUR,0.93,68906.27,68906
ýýland Islands,Child Development Specialist,Care Giving and Child Care,64560,EUR,0.93,69292.66,69293
